recipe_id,row_order,ingredient_key,qty_display,grams,grams_min,grams_max,section,is_optional,display_name_override
SWEET_021,3,vegetable_shortening,1/2 cup,96.0,0,100,cake,false,vegetable shortening
SWEET_021,4,sugar_brown,1/3 cup,73.0,200,400,cake,false,packed light brown sugar
SWEET_021,5,molasses,3/4 cup,252.0,0,100,cake,false,unsulphured molasses
SWEET_021,6,egg_whole_raw,1 large,50.0,100,200,cake,false,large egg
SWEET_021,7,water_tap,3/4 cup,170.0,0,0,cake,false,hot water
SWEET_021,8,baking_soda,1 teaspoon,4.6,0,5,cake,false,baking soda
SWEET_021,9,ginger_ground,1 1/2 teaspoons,2.7,0,5,cake,false,ground ginger
SWEET_021,10,cinnamon_ground,1 teaspoon,2.6,0,5,cake,false,ground cinnamon
SWEET_021,11,cloves_ground,1/2 teaspoon,1.0,0,5,cake,false,ground cloves
SWEET_021,12,salt_table,3/4 teaspoon,4.5,0,5,cake,false,salt
SWEET_021,13,ginger_root_fresh,1 tablespoon,6.0,0,5,cake,true,ginger puree or grated fresh gingerroot (optional)
SWEET_022,1,butter_unsalted,3 tablespoons,43.0,60,200,topping,false,"unsalted butter, melted (for the topping)"
SWEET_022,2,sugar_brown,2/3 cup,147.0,200,400,topping,false,packed light brown sugar
SWEET_022,3,pineapple_canned_juice_pack_drained,5 slices,200.0,40,60,topping,false,"pineapple slices, drained (reserve juice)"
SWEET_022,4,cherries_maraschino_drained,5 cherries,25.0,5,10,topping,false,"maraschino cherries, drained"
SWEET_022,5,flour_ap_white_enriched_bleached,1 1/2 cups,187.0,200,350,cake,false,"all-purpose flour, sifted"
SWEET_022,6,sugar_granulated,3/4 cup,150.0,200,400,cake,false,granulated sugar
SWEET_022,7,baking_powder,2 teaspoons,8.0,6,15,cake,false,baking powder
SWEET_022,8,salt_table,7/8 teaspoon,5.25,0,5,cake,false,salt
SWEET_022,9,vegetable_shortening,6 tablespoons,77.0,0,100,cake,false,vegetable shortening
SWEET_022,10,milk_whole,1/2 cup,122.0,120,244,cake,false,whole milk
SWEET_022,11,vanilla_extract,1 teaspoon,4.2,4,16,cake,false,pure vanilla extract
SWEET_022,12,egg_whole_raw,1 large,50.0,100,200,cake,false,large egg
SWEET_022,13,cinnamon_ground,1/2 teaspoon,1.3,0,5,cake,true,ground cinnamon (optional)
SWEET_022,14,cloves_ground,1/4 teaspoon,0.5,0,5,cake,true,ground cloves (optional)
SWEET_022,15,ginger_ground,1/2 teaspoon,0.9,0,5,cake,true,ground ginger (optional)
SWEET_023,1,flour_ap_white_enriched_bleached,2 cups,250,245,255,biscuit,false,all-purpose flour
SWEET_023,2,sugar_granulated,3 tablespoons,37,36,38,biscuit,false,granulated sugar
SWEET_023,3,baking_powder,1 tablespoon,12,11.5,12.5,biscuit,false,double-acting baking powder
SWEET_023,4,salt_table,1/2 teaspoon,3,3,3.2,biscuit,false,table salt
SWEET_023,5,vegetable_shortening,1/3 cup,64,62,66,biscuit,false,vegetable shortening
SWEET_023,6,milk_whole,2/3 cup,163,160,165,biscuit,false,whole milk
SWEET_024,1,egg_yolk_raw,5 large yolks,85,80,90,cake,false,5 large egg yolks
SWEET_024,2,egg_white_raw,5 large whites,165,160,170,cake,false,5 large egg whites
SWEET_024,3,sugar_granulated,1 cup,200,195,205,cake,false,granulated sugar
SWEET_024,4,flour_cake_white_enriched,1 cup,114,110,118,cake,false,sifted cake flour
SWEET_024,5,water_tap,1/4 cup hot,60,58,62,cake,false,hot water (about 180°F)
SWEET_024,6,lemon_juice_raw,1 tablespoon,15,14,16,cake,false,fresh lemon juice
SWEET_024,7,vanilla_extract,1 teaspoon,4.2,4,5,cake,false,pure vanilla extract
SWEET_024,8,salt_table,scant 1/2 teaspoon,2.25,2,2.5,cake,false,table salt
SWEET_024,9,cream_of_tartar,1/4 teaspoon,0.75,0.5,1,cake,false,cream of tartar
SWEET_025,1,egg_white_raw,12 large whites,396,390,402,cake,false,12 large egg whites (about 1 1/2 cups)
SWEET_025,2,sugar_granulated,1 1/2 cups,300,295,305,cake,false,granulated sugar
SWEET_025,3,flour_cake_white_enriched,1 cup,114,110,118,cake,false,sifted cake flour
SWEET_025,4,cream_of_tartar,1 1/2 teaspoons,4.5,4,5,cake,false,cream of tartar
SWEET_025,5,salt_table,1/4 teaspoon,1.5,1.4,1.6,cake,false,table salt
SWEET_025,6,vanilla_extract,1 1/2 teaspoons,6.3,6,7,cake,false,pure vanilla extract
SWEET_030,1,butter_unsalted,1/2 cup + 6 tbsp,199,180,220,,false,
SWEET_030,2,sugar_brown,3/4 cup packed,165,145,185,,false,
SWEET_030,3,sugar_granulated,1/2 cup,100,85,115,,false,
SWEET_030,4,egg_whole_raw,2 large,100,90,110,,false,
SWEET_030,5,vanilla_extract,1 teaspoon,4.2,3.5,5.0,,false,
SWEET_030,6,flour_ap_white_enriched_bleached,1 1/2 cups,185,170,200,,false,
SWEET_030,7,baking_soda,1 teaspoon,5,4,6,,false,
SWEET_030,8,cinnamon_ground,1 teaspoon,2.6,2.0,3.5,,false,
SWEET_030,9,salt_table,1/2 teaspoon,3,2,4,,false,
SWEET_030,10,oats_rolled_old_fashioned_dry,3 cups,300,280,320,,false,
SWEET_030,11,raisins_seedless,1 cup,140,130,150,,false,
SWEET_031,1,flour_ap_white_enriched_bleached,2¾ cups,350,330,370,,false,
SWEET_031,2,baking_powder,2 teaspoons,8,6,10,,false,
SWEET_031,3,salt_table,½ teaspoon,3,2,4,,false,
SWEET_031,4,margarine_stick_salted,1 cup (2 sticks),227,210,240,,false,
SWEET_031,5,sugar_granulated,¾ cup,155,135,175,,false,
SWEET_031,6,egg_whole_raw,2 large,100,90,110,,false,
SWEET_031,7,vanilla_extract,1 teaspoon,4.2,3.5,5.0,,false,
SWEET_031,8,sugar_granulated,¼ cup for rolling,50,40,60,rolling,false,
SWEET_032,1,flour_ap_white_enriched_bleached,2¼ cups,270,250,290,,false,
SWEET_032,2,baking_soda,2 teaspoons,10,8,12,,false,
SWEET_032,3,salt_table,½ teaspoon,3,2,4,,false,
SWEET_032,4,butter_unsalted,½ cup (1 stick),113,100,125,,false,
SWEET_032,5,sugar_granulated,1 cup,200,185,215,,false,
SWEET_032,6,molasses,½ cup,170,155,185,,false,
SWEET_032,7,egg_whole_raw,1 large,50,45,55,,false,
SWEET_032,8,ginger_ground,2 teaspoons,3.6,2.5,5.0,,false,
SWEET_032,9,cinnamon_ground,1 teaspoon,2.6,2.0,3.5,,false,
SWEET_032,10,cloves_ground,½ teaspoon,2.1,1.5,3.0,,false,
SWEET_032,11,sugar_granulated,¼ cup for rolling,50,40,60,rolling,false,
SWEET_033,1,butter_unsalted,1 cup (2 sticks),227,210,245,,false,
SWEET_033,2,sugar_granulated,1 cup,200,185,215,,false,
SWEET_033,3,egg_whole_raw,1 large,50,45,55,,false,
SWEET_033,4,vanilla_extract,2 teaspoons,8.4,7,10,,false,
SWEET_033,5,flour_ap_white_enriched_bleached,2¼ cups,280,260,300,,false,
SWEET_033,6,salt_table,¼ teaspoon,1.5,1,2.5,,false,
SWEET_034,1,flour_ap_white_enriched_bleached,2¼ cups,280,260,300,,false,
SWEET_034,2,baking_soda,1 teaspoon,5,4,6,,false,
SWEET_034,3,salt_table,½ teaspoon,3,2,4,,false,
SWEET_034,4,butter_unsalted,"¾ cup (1½ sticks, melted)",170,150,185,,false,
SWEET_034,5,sugar_brown,¾ cup packed,150,135,165,,false,
SWEET_034,6,sugar_granulated,½ cup,100,85,115,,false,
SWEET_034,7,egg_whole_raw,1 large,50,45,55,,false,
SWEET_034,8,egg_yolk_raw,1 egg yolk,18,15,20,,false,
SWEET_034,9,vanilla_extract,2 teaspoons,8.4,7,10,,false,
SWEET_034,10,chocolate_chips_semisweet,2 cups,340,320,360,,false,
SWEET_035,1,figs_dried_uncooked,2 cups,300,280,320,filling,false,
SWEET_035,2,water,¾ cup,180,160,200,filling,false,
SWEET_035,3,flour_ap_white_enriched_bleached,1⅓ cups,180,160,200,crust,false,
SWEET_035,4,butter_unsalted,⅓ cup + 2 tbsp,70,60,80,crust,false,
SWEET_035,5,sugar_brown,⅓ cup packed,80,70,95,crust,false,
SWEET_035,6,egg_whole_raw,1 large,50,45,55,crust,false,
SWEET_035,7,vanilla_extract,1 teaspoon,4.2,3.5,5.0,crust,false,
SWEET_035,8,baking_powder,1 teaspoon,4,3,5,crust,false,
SWEET_035,9,salt_table,¼ teaspoon,1.5,1,2.5,crust,false,
SWEET_036,1,egg_white_raw,4 large,132,110,145,macaroons,false,
SWEET_036,2,sugar_granulated,1/2 cup,100,80,120,macaroons,false,
SWEET_036,3,vanilla_extract,1 teaspoon,4.2,3.5,6.0,macaroons,false,
SWEET_036,4,salt_table,1/8 teaspoon,0.75,0.25,2.0,macaroons,false,
SWEET_036,5,coconut_shredded_sweetened,1 (14-ounce) bag (about 5 1/3 cups),397,360,430,macaroons,false,
SWEET_037,1,butter_unsalted,3/4 cup,170,130,227,cookies,false,
SWEET_037,2,sugar_brown,3/4 cup packed,165,100,220,cookies,false,
SWEET_037,3,molasses,1/3 cup,110,80,190,cookies,false,
SWEET_037,4,egg_whole_raw,1 large,50,45,100,cookies,false,
SWEET_037,5,flour_ap_white_enriched_bleached,2 1/4 cups,281,250,375,cookies,false,
SWEET_037,6,baking_soda,1 1/2 teaspoons,7.5,5,10,cookies,false,
SWEET_037,7,cinnamon_ground,1 teaspoon,2.6,1.5,3.5,cookies,false,
SWEET_037,8,ginger_ground,1 teaspoon,2.0,1.0,4.0,cookies,false,
SWEET_037,9,cloves_ground,1/4 teaspoon,0.5,0.2,1.2,cookies,false,
SWEET_037,10,salt_table,1/4 teaspoon,1.5,0.5,3.0,cookies,false,
SWEET_037,11,sugar_granulated,3 tablespoons (for rolling),36,0,60,cookies,true,
SWEET_038,1,butter_unsalted,1/2 cup,113,61,170,cookies,false,
SWEET_038,2,sugar_granulated,1/2 cup,100,70,200,cookies,false,
SWEET_038,3,sugar_brown,1/2 cup packed,106,80,150,cookies,false,
SWEET_038,4,peanut_butter_smooth,3/4 cup,198,130,300,cookies,false,
SWEET_038,5,egg_whole_raw,1 large,50,45,100,cookies,false,
SWEET_038,6,vanilla_extract,1 teaspoon,4.2,0,6.3,cookies,true,
SWEET_038,7,flour_ap_white_enriched_bleached,1 1/2 cups,180,160,313,cookies,false,
SWEET_038,8,baking_soda,1 teaspoon,5,3.75,7.5,cookies,false,
SWEET_038,9,baking_powder,1/2 teaspoon,2,0,4,cookies,true,
SWEET_038,10,salt_table,1/4 teaspoon,1.5,0,3,cookies,false,
SWEET_038,11,sugar_granulated,2 tablespoons (for rolling),25,0,100,rolling,true,
SWEET_039,1,butter_unsalted,1 cup (slightly scant),224,200,340,shortbread,false,
SWEET_039,2,sugar_granulated,3/4 cup,150,100,200,shortbread,false,
SWEET_039,3,vanilla_extract,1 teaspoon,4.2,2,8.4,shortbread,false,
SWEET_039,4,salt_table,1 teaspoon,6.0,0.5,6.0,shortbread,false,
SWEET_039,5,flour_ap_white_enriched_bleached,2 1/2 cups + 1 tablespoon,320,240,340,shortbread,false,
SWEET_039,6,cornstarch,1/4 cup,31,0,40,shortbread,true,
SWEET_040,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,,,crust,false,
SWEET_040,2,butter_unsalted,"9 1/2 tablespoons, chilled",135.0,,,crust,false,
SWEET_040,3,salt_table,1/2 teaspoon + pinch,3.6,,,crust,false,
SWEET_040,4,sugar_granulated,1/2 teaspoon + pinch,2.5,,,crust,false,
SWEET_040,5,water_tap,4 tablespoons + 1 teaspoon,72.0,,,crust,false,
SWEET_040,6,sugar_granulated,1 1/2 cups,300.0,,,filling,false,
SWEET_040,7,butter_unsalted,"1/2 cup, melted",113.0,,,filling,false,
SWEET_040,8,egg_whole_raw,3 large eggs,150.0,,,filling,false,
SWEET_040,9,milk_buttermilk_whole,1 cup,244.0,,,filling,false,
SWEET_040,10,flour_ap_white_enriched_bleached,3 tablespoons,24.0,,,filling,false,
SWEET_040,11,vanilla_extract,1 teaspoon,4.2,,,filling,false,
SWEET_040,12,salt_table,1/4 teaspoon,1.5,,,filling,false,
SWEET_040,13,nutmeg_ground,1/4 teaspoon,0.5,,,filling,false,
SWEET_040,14,lemon_peel_raw,1 teaspoon,2.0,,,filling,false,lemon zest
